site_tag,latitude,longitude,start_date,end_date,kmAboveBelow,kmLeftRight
coastline,10.081194,106.77825,4/1/20,4/8/20,56,56
coastline,10.192472,106.356194,4/1/20,4/8/20,56,56
coastline,9.812917,106.616639,4/1/20,4/8/20,56,56
coastline,10.175417,106.179111,4/1/20,4/8/20,56,56
coastline,9.55375,106.5025,4/1/20,4/8/20,56,56
coastline,9.993722,105.836667,4/1/20,4/8/20,56,56
coastline,9.375028,106.19875,4/1/20,4/8/20,56,56
coastline,8.752917,105.280833,4/1/20,4/8/20,56,56
coastline,8.800806,104.79375,4/1/20,4/8/20,56,56
coastline,10.004861,105.087833,4/1/20,4/8/20,56,56
coastline,10.707889,103.864167,4/1/20,4/8/20,56,56
coastline,10.500417,103.614167,4/1/20,4/8/20,56,56
coastline,11.165417,103.558306,4/1/20,4/8/20,56,56
coastline,10.867056,103.1275,4/1/20,4/8/20,56,56
coastline,12.177917,102.644167,4/1/20,4/8/20,56,56
coastline,12.708722,101.789194,4/1/20,4/8/20,56,56
coastline,12.646222,100.855833,4/1/20,4/8/20,56,56
coastline,13.500417,100.988333,4/1/20,4/8/20,56,56
coastline,13.309167,99.951139,4/1/20,4/8/20,56,56
coastline,12.1875,100.024556,4/1/20,4/8/20,56,56
coastline,10.344111,99.150472,4/1/20,4/8/20,56,56
coastline,9.255,99.224556,4/1/20,4/8/20,56,56
coastline,9.290833,99.846222,4/1/20,4/8/20,56,56
coastline,7.160389,100.425833,4/1/20,4/8/20,56,56
coastline,6.838639,101.568361,4/1/20,4/8/20,56,56
coastline,5.34,103.15125,4/1/20,4/8/20,56,56
coastline,4.533333,103.477917,4/1/20,4/8/20,56,56
coastline,2.825,103.457889,4/1/20,4/8/20,56,56
coastline,1.367889,104.276583,4/1/20,4/8/20,56,56
coastline,1.662889,103.940806,4/1/20,4/8/20,56,56
coastline,1.2695,103.511667,4/1/20,4/8/20,56,56
coastline,2.846667,101.29125,4/1/20,4/8/20,56,56
coastline,4.314972,100.557944,4/1/20,4/8/20,56,56
coastline,6.554111,100.115306,4/1/20,4/8/20,56,56
coastline,8.390389,98.670833,4/1/20,4/8/20,56,56
coastline,8.203333,98.285444,4/1/20,4/8/20,56,56
coastline,10.325806,98.762667,4/1/20,4/8/20,56,56
coastline,9.973722,98.552556,4/1/20,4/8/20,56,56
coastline,10.686694,98.455583,4/1/20,4/8/20,56,56
coastline,11.7,98.885417,4/1/20,4/8/20,56,56
coastline,11.882444,98.542028,4/1/20,4/8/20,56,56
coastline,12.81,98.720389,4/1/20,4/8/20,56,56
coastline,13.972917,98.224111,4/1/20,4/8/20,56,56
coastline,13.5525,98.126194,4/1/20,4/8/20,56,56
coastline,14.870806,97.787917,4/1/20,4/8/20,56,56
coastline,16.562528,97.742083,4/1/20,4/8/20,56,56
coastline,16.504944,97.353778,4/1/20,4/8/20,56,56
coastline,17.509361,96.873889,4/1/20,4/8/20,56,56
coastline,16.819167,96.892917,4/1/20,4/8/20,56,56
coastline,16.489583,96.450778,4/1/20,4/8/20,56,56
coastline,16.800389,96.117472,4/1/20,4/8/20,56,56
coastline,16.420833,96.323722,4/1/20,4/8/20,56,56
coastline,16.247056,95.7175,4/1/20,4/8/20,56,56
coastline,15.734556,95.455833,4/1/20,4/8/20,56,56
coastline,16.120111,95.12775,4/1/20,4/8/20,56,56
coastline,15.74125,94.955806,4/1/20,4/8/20,56,56
coastline,16.094111,94.63675,4/1/20,4/8/20,56,56
coastline,15.829583,94.394167,4/1/20,4/8/20,56,56
coastline,16.256278,94.622722,4/1/20,4/8/20,56,56
coastline,15.952861,94.2425,4/1/20,4/8/20,56,56
coastline,17.553306,94.597944,4/1/20,4/8/20,56,56
coastline,19.364167,94.086222,4/1/20,4/8/20,56,56
coastline,18.843722,93.936667,4/1/20,4/8/20,56,56
coastline,19.366667,93.469583,4/1/20,4/8/20,56,56
coastline,19.371639,94.022861,4/1/20,4/8/20,56,56
coastline,19.914972,93.755444,4/1/20,4/8/20,56,56
coastline,20.137889,92.995806,4/1/20,4/8/20,56,56
coastline,20.585389,93.080028,4/1/20,4/8/20,56,56
coastline,20.198333,92.761194,4/1/20,4/8/20,56,56
coastline,22.763611,91.447417,4/1/20,4/8/20,56,56
coastline,22.762889,90.686639,4/1/20,4/8/20,56,56
coastline,22.154111,90.83125,4/1/20,4/8/20,56,56
coastline,22.0,90.623722,4/1/20,4/8/20,56,56
coastline,22.605417,90.533306,4/1/20,4/8/20,56,56
coastline,21.802917,90.194167,4/1/20,4/8/20,56,56
coastline,22.390472,89.902444,4/1/20,4/8/20,56,56
coastline,21.82525,89.778278,4/1/20,4/8/20,56,56
coastline,22.085389,89.522417,4/1/20,4/8/20,56,56
coastline,21.747778,89.219111,4/1/20,4/8/20,56,56
coastline,22.075389,89.042417,4/1/20,4/8/20,56,56
coastline,21.598639,89.026639,4/1/20,4/8/20,56,56
coastline,22.076194,88.639056,4/1/20,4/8/20,56,56
coastline,21.561222,88.246639,4/1/20,4/8/20,56,56
coastline,22.222917,88.019556,4/1/20,4/8/20,56,56
coastline,21.696222,87.804167,4/1/20,4/8/20,56,56
coastline,21.338333,86.912111,4/1/20,4/8/20,56,56
coastline,20.720806,87.069583,4/1/20,4/8/20,56,56
coastline,19.952083,86.371639,4/1/20,4/8/20,56,56
coastline,19.392083,85.038306,4/1/20,4/8/20,56,56
coastline,18.309556,84.129194,4/1/20,4/8/20,56,56
coastline,17.038333,82.306222,4/1/20,4/8/20,56,56
coastline,16.55875,82.303278,4/1/20,4/8/20,56,56
coastline,16.292889,81.2675,4/1/20,4/8/20,56,56
coastline,15.711194,80.940806,4/1/20,4/8/20,56,56
coastline,15.671667,80.263722,4/1/20,4/8/20,56,56
coastline,15.074139,80.047917,4/1/20,4/8/20,56,56
coastline,13.283306,80.346222,4/1/20,4/8/20,56,56
coastline,11.671611,79.75875,4/1/20,4/8/20,56,56
coastline,10.308306,79.880444,4/1/20,4/8/20,56,56
coastline,10.260389,79.294139,4/1/20,4/8/20,56,56
coastline,9.486667,78.900389,4/1/20,4/8/20,56,56
coastline,9.280778,79.189583,4/1/20,4/8/20,56,56
coastline,9.017917,78.265833,4/1/20,4/8/20,56,56
coastline,8.374139,78.070444,4/1/20,4/8/20,56,56
coastline,8.073722,77.5375,4/1/20,4/8/20,56,56
coastline,8.898278,76.547056,4/1/20,4/8/20,56,56
coastline,11.124111,75.869556,4/1/20,4/8/20,56,56
coastline,16.053306,73.457056,4/1/20,4/8/20,56,56
coastline,19.833306,72.655444,4/1/20,4/8/20,56,56
coastline,20.76,72.930389,4/1/20,4/8/20,56,56
coastline,21.298306,72.597861,4/1/20,4/8/20,56,56
coastline,21.675778,72.927889,4/1/20,4/8/20,56,56
coastline,21.660389,72.539972,4/1/20,4/8/20,56,56
coastline,21.975806,72.507889,4/1/20,4/8/20,56,56
coastline,22.266222,72.910806,4/1/20,4/8/20,56,56
coastline,22.308722,72.326694,4/1/20,4/8/20,56,56
coastline,21.199111,72.111278,4/1/20,4/8/20,56,56
coastline,20.690417,70.822472,4/1/20,4/8/20,56,56
coastline,22.306694,68.935389,4/1/20,4/8/20,56,56
coastline,22.542028,70.174167,4/1/20,4/8/20,56,56
coastline,22.97,70.447889,4/1/20,4/8/20,56,56
coastline,22.835361,69.1975,4/1/20,4/8/20,56,56
coastline,23.509167,68.425389,4/1/20,4/8/20,56,56
coastline,23.884583,68.801611,4/1/20,4/8/20,56,56
coastline,23.556278,68.265806,4/1/20,4/8/20,56,56
coastline,23.96625,68.346611,4/1/20,4/8/20,56,56
coastline,23.912889,67.480778,4/1/20,4/8/20,56,56
coastline,24.774944,67.294556,4/1/20,4/8/20,56,56
coastline,24.832056,66.657444,4/1/20,4/8/20,56,56
coastline,25.617889,66.456639,4/1/20,4/8/20,56,56
coastline,25.007056,61.756556,4/1/20,4/8/20,56,56
coastline,25.782861,57.314972,4/1/20,4/8/20,56,56
coastline,27.199556,56.68,4/1/20,4/8/20,56,56
coastline,26.495417,54.795778,4/1/20,4/8/20,56,56
coastline,26.700389,53.729139,4/1/20,4/8/20,56,56
coastline,27.644556,52.435833,4/1/20,4/8/20,56,56
coastline,27.922056,51.401667,4/1/20,4/8/20,56,56
coastline,30.178333,50.095417,4/1/20,4/8/20,56,56
coastline,30.000444,49.554167,4/1/20,4/8/20,56,56
coastline,30.384944,48.925417,4/1/20,4/8/20,56,56
coastline,30.0095,48.883306,4/1/20,4/8/20,56,56
coastline,30.071139,47.956528,4/1/20,4/8/20,56,56
coastline,29.546639,48.187889,4/1/20,4/8/20,56,56
coastline,29.374111,47.702889,4/1/20,4/8/20,56,56
coastline,29.3525,48.100389,4/1/20,4/8/20,56,56
coastline,27.601639,48.847056,4/1/20,4/8/20,56,56
coastline,26.636639,50.164583,4/1/20,4/8/20,56,56
coastline,25.987444,50.003028,4/1/20,4/8/20,56,56
coastline,24.713694,50.770833,4/1/20,4/8/20,56,56
coastline,25.98325,50.991389,4/1/20,4/8/20,56,56
coastline,25.914111,51.57775,4/1/20,4/8/20,56,56
coastline,24.29375,51.298361,4/1/20,4/8/20,56,56
coastline,23.906556,52.110833,4/1/20,4/8/20,56,56
coastline,24.195444,52.594111,4/1/20,4/8/20,56,56
coastline,24.120361,54.093361,4/1/20,4/8/20,56,56
coastline,26.359639,56.505806,4/1/20,4/8/20,56,56
coastline,25.630778,56.266278,4/1/20,4/8/20,56,56
coastline,24.481583,56.623611,4/1/20,4/8/20,56,56
coastline,23.932083,57.181639,4/1/20,4/8/20,56,56
coastline,23.522028,58.753306,4/1/20,4/8/20,56,56
coastline,22.22,59.807889,4/1/20,4/8/20,56,56
coastline,20.409972,58.519556,4/1/20,4/8/20,56,56
coastline,20.609583,58.195,4/1/20,4/8/20,56,56
coastline,20.238333,57.845278,4/1/20,4/8/20,56,56
coastline,18.999194,57.841194,4/1/20,4/8/20,56,56
coastline,18.746222,56.798306,4/1/20,4/8/20,56,56
coastline,17.918722,56.351694,4/1/20,4/8/20,56,56
coastline,17.817889,55.428333,4/1/20,4/8/20,56,56
coastline,17.001222,55.019972,4/1/20,4/8/20,56,56
coastline,16.439556,52.483333,4/1/20,4/8/20,56,56
coastline,15.607889,52.195806,4/1/20,4/8/20,56,56
coastline,14.637889,49.342444,4/1/20,4/8/20,56,56
coastline,14.042056,48.698306,4/1/20,4/8/20,56,56
coastline,13.347,45.658333,4/1/20,4/8/20,56,56
coastline,12.751222,45.039944,4/1/20,4/8/20,56,56
coastline,12.6745,43.463278,4/1/20,4/8/20,56,56
coastline,15.230778,42.598694,4/1/20,4/8/20,56,56
coastline,16.739167,42.70375,4/1/20,4/8/20,56,56
coastline,19.729111,40.795417,4/1/20,4/8/20,56,56
coastline,21.084972,39.197889,4/1/20,4/8/20,56,56
coastline,22.404944,39.142083,4/1/20,4/8/20,56,56
coastline,23.781667,38.455417,4/1/20,4/8/20,56,56
coastline,24.370806,37.427917,4/1/20,4/8/20,56,56
coastline,25.188306,37.239556,4/1/20,4/8/20,56,56
coastline,28.046694,35.221222,4/1/20,4/8/20,56,56
coastline,28.088306,34.575417,4/1/20,4/8/20,56,56
coastline,29.526667,35.001972,4/1/20,4/8/20,56,56
coastline,27.724576,34.242641,4/1/20,4/8/20,56,56
coastline,29.927166,32.566855,4/1/20,4/8/20,56,56
coastline,31.202858,32.305241,4/1/20,4/8/20,56,56
coastline,31.338306,34.237028,4/1/20,4/8/20,56,56
coastline,34.537333,35.988778,4/1/20,4/8/20,56,56
coastline,35.586667,35.713611,4/1/20,4/8/20,56,56
coastline,36.837306,36.153694,4/1/20,4/8/20,56,56
coastline,36.532917,35.354972,4/1/20,4/8/20,56,56
coastline,36.797083,34.64,4/1/20,4/8/20,56,56
coastline,36.220389,33.961639,4/1/20,4/8/20,56,56
coastline,36.02625,32.792472,4/1/20,4/8/20,56,56
coastline,36.850417,31.170833,4/1/20,4/8/20,56,56
coastline,36.85625,30.636722,4/1/20,4/8/20,56,56
coastline,36.199583,30.404972,4/1/20,4/8/20,56,56
coastline,36.13125,29.684944,4/1/20,4/8/20,56,56
coastline,36.879583,28.461667,4/1/20,4/8/20,56,56
coastline,36.662889,27.404944,4/1/20,4/8/20,56,56
coastline,37.054167,28.335417,4/1/20,4/8/20,56,56
coastline,36.96375,27.264139,4/1/20,4/8/20,56,56
coastline,37.244139,27.647083,4/1/20,4/8/20,56,56
coastline,37.6575,27.004611,4/1/20,4/8/20,56,56
coastline,37.975833,27.25625,4/1/20,4/8/20,56,56
coastline,38.265389,26.231611,4/1/20,4/8/20,56,56
coastline,38.679528,26.418278,4/1/20,4/8/20,56,56
coastline,38.31125,26.676611,4/1/20,4/8/20,56,56
coastline,38.445806,27.173694,4/1/20,4/8/20,56,56
coastline,38.649972,26.722083,4/1/20,4/8/20,56,56
coastline,39.564972,26.947917,4/1/20,4/8/20,56,56
coastline,39.470361,26.0725,4/1/20,4/8/20,56,56
coastline,39.914972,26.148722,4/1/20,4/8/20,56,56
coastline,40.404556,26.747389,4/1/20,4/8/20,56,56
coastline,40.356222,28.984972,4/1/20,4/8/20,56,56
coastline,40.640417,28.974972,4/1/20,4/8/20,56,56
coastline,40.717889,29.935833,4/1/20,4/8/20,56,56
coastline,40.801278,29.252472,4/1/20,4/8/20,56,56
coastline,41.221222,29.161639,4/1/20,4/8/20,56,56
coastline,41.099556,31.210806,4/1/20,4/8/20,56,56
coastline,42.026194,33.341639,4/1/20,4/8/20,56,56
coastline,42.098694,35.013306,4/1/20,4/8/20,56,56
coastline,41.244528,36.409139,4/1/20,4/8/20,56,56
coastline,40.90875,38.377444,4/1/20,4/8/20,56,56
coastline,40.92125,40.170833,4/1/20,4/8/20,56,56
coastline,41.377,41.404917,4/1/20,4/8/20,56,56
coastline,41.842472,41.7795,4/1/20,4/8/20,56,56
coastline,42.737083,41.435833,4/1/20,4/8/20,56,56
coastline,45.193278,36.600361,4/1/20,4/8/20,56,56
coastline,45.379583,37.5325,4/1/20,4/8/20,56,56
coastline,46.25875,38.274944,4/1/20,4/8/20,56,56
coastline,46.037083,38.590028,4/1/20,4/8/20,56,56
coastline,46.7025,37.696222,4/1/20,4/8/20,56,56
