site_tag,latitude,longitude,start_date,end_date,kmAboveBelow,kmLeftRight
Seagrass,24.96,-80.67,1/1/20,1/8/20,56,56
Seagrass,30.14,-85.7,1/1/20,1/8/20,56,56
Seagrass,12.22,109.26,1/1/20,1/8/20,56,56
Seagrass,56.77,8.88,1/1/20,1/8/20,56,56
Seagrass,40.6,0.77,1/1/20,1/8/20,56,56
Seagrass,25.03,-80.68,1/1/20,1/8/20,56,56
Seagrass,25.25,-80.3,1/1/20,1/8/20,56,56
Seagrass,25.22,-80.21,1/1/20,1/8/20,56,56
Seagrass,25.18,-80.26,1/1/20,1/8/20,56,56
Seagrass,25.11,-80.37,1/1/20,1/8/20,56,56
Seagrass,25.06,-80.42,1/1/20,1/8/20,56,56
Seagrass,25.01,-80.38,1/1/20,1/8/20,56,56
Seagrass,25,-80.47,1/1/20,1/8/20,56,56
Seagrass,24.87,-80.67,1/1/20,1/8/20,56,56
Seagrass,24.86,-80.66,1/1/20,1/8/20,56,56
Seagrass,24.8,-80.72,1/1/20,1/8/20,56,56
Seagrass,24.8,-80.81,1/1/20,1/8/20,56,56
Seagrass,24.74,-80.8,1/1/20,1/8/20,56,56
Seagrass,24.69,-80.98,1/1/20,1/8/20,56,56
Seagrass,24.62,-81.25,1/1/20,1/8/20,56,56
Seagrass,24.63,-81.42,1/1/20,1/8/20,56,56
Seagrass,24.54,-81.49,1/1/20,1/8/20,56,56
Seagrass,24.56,-81.56,1/1/20,1/8/20,56,56
Seagrass,24.54,-81.75,1/1/20,1/8/20,56,56
Seagrass,24.48,-81.71,1/1/20,1/8/20,56,56
Seagrass,24.52,-81.63,1/1/20,1/8/20,56,56
Seagrass,24.88,-80.96,1/1/20,1/8/20,56,56
Seagrass,24.81,-80.92,1/1/20,1/8/20,56,56
Seagrass,24.85,-81.01,1/1/20,1/8/20,56,56
Seagrass,24.82,-81.15,1/1/20,1/8/20,56,56
Seagrass,24.75,-81.17,1/1/20,1/8/20,56,56
Seagrass,24.79,-81.29,1/1/20,1/8/20,56,56
Seagrass,24.77,-81.55,1/1/20,1/8/20,56,56
Seagrass,24.73,-81.52,1/1/20,1/8/20,56,56
Seagrass,24.7,-81.68,1/1/20,1/8/20,56,56
Seagrass,24.77,-81.44,1/1/20,1/8/20,56,56
Seagrass,27.27,-82.73,1/1/20,1/8/20,56,56
Seagrass,27.31,-82.8,1/1/20,1/8/20,56,56
Seagrass,-17.52,139.99,1/1/20,1/8/20,56,56
Seagrass,-17.4,139.89,1/1/20,1/8/20,56,56
Seagrass,30.28,-88.53,1/1/20,1/8/20,56,56
Seagrass,63.59,9.54,1/1/20,1/8/20,56,56
Seagrass,27.48,-80.31,1/1/20,1/8/20,56,56
Seagrass,27.87,-80.33,1/1/20,1/8/20,56,56
Seagrass,12.48,109.29,1/1/20,1/8/20,56,56
Seagrass,12.49,109.3,1/1/20,1/8/20,56,56
Seagrass,11.87,122.76,1/1/20,1/8/20,56,56
Seagrass,16.44,119.91,1/1/20,1/8/20,56,56
Seagrass,8.04,98.42,1/1/20,1/8/20,56,56
Seagrass,16.37,119.96,1/1/20,1/8/20,56,56
Seagrass,39.54,2.73,1/1/20,1/8/20,56,56
Seagrass,39.42,3.27,1/1/20,1/8/20,56,56
Seagrass,36.99,-7.91,1/1/20,1/8/20,56,56
Seagrass,-32.01,115.49,1/1/20,1/8/20,56,56
Seagrass,39.5,2.54,1/1/20,1/8/20,56,56
Seagrass,30.38,-88.32,1/1/20,1/8/20,56,56
Seagrass,39.15,2.54,1/1/20,1/8/20,56,56
Seagrass,16.44,119.92,1/1/20,1/8/20,56,56
Seagrass,37.65,24.03,1/1/20,1/8/20,56,56
Seagrass,25.18,-80.49,1/1/20,1/8/20,56,56
Seagrass,48.35,-4.48,1/1/20,1/8/20,56,56
Seagrass,16.35,119.93,1/1/20,1/8/20,56,56
Seagrass,54.24,7.82,1/1/20,1/8/20,56,56
Seagrass,43.41,3.64,1/1/20,1/8/20,56,56
Seagrass,-32.14,115.74,1/1/20,1/8/20,56,56
Seagrass,-32.38,17.84,1/1/20,1/8/20,56,56
Seagrass,40.6,0.63,1/1/20,1/8/20,56,56
Seagrass,25,85.58,1/1/20,1/8/20,56,56
Seagrass,3.63,103.52,1/1/20,1/8/20,56,56
Seagrass,51.71,4.02,1/1/20,1/8/20,56,56
Seagrass,40.7,0.9,1/1/20,1/8/20,56,56
Seagrass,48.54,-122.54,1/1/20,1/8/20,56,56
Seagrass,-29.46,153.98,1/1/20,1/8/20,56,56
Seagrass,42.57,8.76,1/1/20,1/8/20,56,56
Seagrass,41.51,2.42,1/1/20,1/8/20,56,56
Seagrass,24.84,-77.78,1/1/20,1/8/20,56,56
Seagrass,24.83,-80.82,1/1/20,1/8/20,56,56
Seagrass,27.87,-97.12,1/1/20,1/8/20,56,56
Seagrass,26.68,-97.4,1/1/20,1/8/20,56,56
Seagrass,18.56,-66.49,1/1/20,1/8/20,56,56
Seagrass,10.63,72.77,1/1/20,1/8/20,56,56
Seagrass,21.16,-86.79,1/1/20,1/8/20,56,56
Seagrass,20.78,-86.59,1/1/20,1/8/20,56,56
Seagrass,37.01,-7.83,1/1/20,1/8/20,56,56
Seagrass,42.29,3.3,1/1/20,1/8/20,56,56
Seagrass,42.04,3.21,1/1/20,1/8/20,56,56
Seagrass,40.72,13.9,1/1/20,1/8/20,56,56
Seagrass,41.27,2.12,1/1/20,1/8/20,56,56
Seagrass,41.38,2.22,1/1/20,1/8/20,56,56
Mangrove,1.69,124.96,1/1/20,1/8/20,56,56
Mangrove,9.25,-61.3,1/1/20,1/8/20,56,56
Mangrove,5.35,162.96,1/1/20,1/8/20,56,56
Mangrove,1.3,124.62,1/1/20,1/8/20,56,56
Mangrove,1.75,124.74,1/1/20,1/8/20,56,56
Mangrove,1.57,124.8,1/1/20,1/8/20,56,56
Mangrove,7.35,134.54,1/1/20,1/8/20,56,56
Mangrove,1.74,124.75,1/1/20,1/8/20,56,56
Mangrove,9.51,138.15,1/1/20,1/8/20,56,56
Mangrove,-7.71,108.96,1/1/20,1/8/20,56,56
Mangrove,9.56,138.18,1/1/20,1/8/20,56,56
Mangrove,9.54,138.09,1/1/20,1/8/20,56,56
Mangrove,5.28,162.91,1/1/20,1/8/20,56,56
Mangrove,9.55,138.1,1/1/20,1/8/20,56,56
Mangrove,6.52,158.2,1/1/20,1/8/20,56,56
Mangrove,9.59,138.13,1/1/20,1/8/20,56,56
Mangrove,5.28,162.96,1/1/20,1/8/20,56,56
Mangrove,-7.72,108.97,1/1/20,1/8/20,56,56
Mangrove,5.33,162.94,1/1/20,1/8/20,56,56
Mangrove,-2.74,111.71,1/1/20,1/8/20,56,56
Mangrove,-2.74,111.74,1/1/20,1/8/20,56,56
Mangrove,-2.78,111.7,1/1/20,1/8/20,56,56
Mangrove,-2.85,111.74,1/1/20,1/8/20,56,56
Mangrove,-2.86,111.73,1/1/20,1/8/20,56,56
Mangrove,22.26,89.63,1/1/20,1/8/20,56,56
Mangrove,22.32,89.63,1/1/20,1/8/20,56,56
Mangrove,1.37,124.55,1/1/20,1/8/20,56,56
Mangrove,11,-74.2,1/1/20,1/8/20,56,56
Mangrove,5.3,163,1/1/20,1/8/20,56,56
Mangrove,18.7,-91.5,1/1/20,1/8/20,56,56
Mangrove,-22.4,31,1/1/20,1/8/20,56,56
Mangrove,18.54,-66.53,1/1/20,1/8/20,56,56
Mangrove,22.27,113.78,1/1/20,1/8/20,56,56
Mangrove,-32.25,18.02,1/1/20,1/8/20,56,56
Mangrove,4.11,99.73,1/1/20,1/8/20,56,56
Mangrove,-13.84,145.2,1/1/20,1/8/20,56,56
Mangrove,24.4,118.5,1/1/20,1/8/20,56,56
Mangrove,19.88,110.65,1/1/20,1/8/20,56,56
Mangrove,23,114.41,1/1/20,1/8/20,56,56
Mangrove,4.83,104.02,1/1/20,1/8/20,56,56
Mangrove,18.58,-103.46,1/1/20,1/8/20,56,56
Mangrove,18,-67.19,1/1/20,1/8/20,56,56
Mangrove,8,98.4,1/1/20,1/8/20,56,56
Mangrove,13.82,121.55,1/1/20,1/8/20,56,56
Mangrove,16.89,-88.09,1/1/20,1/8/20,56,56
SaltMarsh,38.35,-76.17,4/1/20,4/8/20,56,56
SaltMarsh,38.32,-76.07,4/1/20,4/8/20,56,56
SaltMarsh,38.3,-75.9,4/1/20,4/8/20,56,56
SaltMarsh,30.05,-84.1,4/1/20,4/8/20,56,56
SaltMarsh,30.1,-84.2,4/1/20,4/8/20,56,56
SaltMarsh,29.5,-93.2,4/1/20,4/8/20,56,56
SaltMarsh,29.7,-94.1,4/1/20,4/8/20,56,56
SaltMarsh,29.5,-90,4/1/20,4/8/20,56,56
SaltMarsh,29.6,-90.1,4/1/20,4/8/20,56,56
SaltMarsh,29.3,-90.6,4/1/20,4/8/20,56,56
SaltMarsh,29,-91,4/1/20,4/8/20,56,56
SaltMarsh,29.3,-91.1,4/1/20,4/8/20,56,56
SaltMarsh,29.5,-90.3,4/1/20,4/8/20,56,56
SaltMarsh,30.4,-88.9,4/1/20,4/8/20,56,56
SaltMarsh,29.5,-92.7,4/1/20,4/8/20,56,56
SaltMarsh,30,-89.9,4/1/20,4/8/20,56,56
SaltMarsh,29.1,-95.6,4/1/20,4/8/20,56,56
SaltMarsh,28.4,-96.8,4/1/20,4/8/20,56,56
SaltMarsh,29.7,-92.7,4/1/20,4/8/20,56,56
SaltMarsh,29.5,-91.9,4/1/20,4/8/20,56,56
SaltMarsh,29.6,-92.7,4/1/20,4/8/20,56,56
SaltMarsh,29.9,-93.5,4/1/20,4/8/20,56,56
SaltMarsh,48.9,-125.5,4/1/20,4/8/20,56,56
SaltMarsh,45.6,-64.8,4/1/20,4/8/20,56,56
SaltMarsh,44.7,-63.4,4/1/20,4/8/20,56,56
SaltMarsh,45.9,-65.5,4/1/20,4/8/20,56,56
SaltMarsh,45.8,-64.4,4/1/20,4/8/20,56,56
SaltMarsh,45.3,-65.5,4/1/20,4/8/20,56,56
SaltMarsh,45.2,-66.2,4/1/20,4/8/20,56,56
SaltMarsh,46.5,-63.7,4/1/20,4/8/20,56,56
SaltMarsh,45.1,-66.4,4/1/20,4/8/20,56,56
SaltMarsh,46.7,-64.9,4/1/20,4/8/20,56,56
SaltMarsh,46.8,-64.9,4/1/20,4/8/20,56,56
SaltMarsh,47.4,-65,4/1/20,4/8/20,56,56
SaltMarsh,46.4,-63.2,4/1/20,4/8/20,56,56
SaltMarsh,45.1,-67,4/1/20,4/8/20,56,56
SaltMarsh,45.1,-66.3,4/1/20,4/8/20,56,56
SaltMarsh,43.6,-65.3,4/1/20,4/8/20,56,56
SaltMarsh,43.8,-66.1,4/1/20,4/8/20,56,56
SaltMarsh,45.1,-66.5,4/1/20,4/8/20,56,56
SaltMarsh,43.7,-66.1,4/1/20,4/8/20,56,56
SaltMarsh,43.3,-70.5,4/1/20,4/8/20,56,56
SaltMarsh,41.2,-72.9,4/1/20,4/8/20,56,56
SaltMarsh,41.2,-72.7,4/1/20,4/8/20,56,56
SaltMarsh,41.2,-72.6,4/1/20,4/8/20,56,56
SaltMarsh,41.5,-70,4/1/20,4/8/20,56,56
SaltMarsh,41.2,-72,4/1/20,4/8/20,56,56
SaltMarsh,41.3,-71.9,4/1/20,4/8/20,56,56
SaltMarsh,43.75,-69.83,4/1/20,4/8/20,56,56
SaltMarsh,35,-76.4,4/1/20,4/8/20,56,56
SaltMarsh,30.06,84.15,4/1/20,4/8/20,56,56
SaltMarsh,26,80.5,4/1/20,4/8/20,56,56
SaltMarsh,31.4,-81.21,4/1/20,4/8/20,56,56
SaltMarsh,22.33,113.98,4/1/20,4/8/20,56,56
SaltMarsh,29.35,-91.7,4/1/20,4/8/20,56,56
SaltMarsh,37.6,-76.15,4/1/20,4/8/20,56,56
SaltMarsh,35.9,-75.6,4/1/20,4/8/20,56,56
SaltMarsh,35.3,-76.8,4/1/20,4/8/20,56,56
SaltMarsh,43.75,69.83,4/1/20,4/8/20,56,56
SaltMarsh,41.91,-70.02,4/1/20,4/8/20,56,56
Seagrass,38.14,-0.37,4/1/20,4/8/20,56,56
Seagrass,37.64,24.03,4/1/20,4/8/20,56,56
Seagrass,36.42,15.14,4/1/20,4/8/20,56,56
Seagrass,38.42,-0.37,4/1/20,4/8/20,56,56
Seagrass,36.69,15.14,4/1/20,4/8/20,56,56
Seagrass,12.3,109.23,4/1/20,4/8/20,56,56
Seagrass,44.68,-1.13,4/1/20,4/8/20,56,56
Seagrass,24.91,-80.94,4/1/20,4/8/20,56,56
Seagrass,36.47,-6.25,4/1/20,4/8/20,56,56
Seagrass,10.07,118.81,4/1/20,4/8/20,56,56
Seagrass,39.14,2.92,4/1/20,4/8/20,56,56
Seagrass,39.37,3.23,4/1/20,4/8/20,56,56
Seagrass,12.03,109.2,4/1/20,4/8/20,56,56
Seagrass,39.91,2.8,4/1/20,4/8/20,56,56
Seagrass,29.67,-84.96,4/1/20,4/8/20,56,56
Seagrass,24.96,-80.67,4/1/20,4/8/20,56,56
Seagrass,30.14,-85.7,4/1/20,4/8/20,56,56
Seagrass,12.22,109.26,4/1/20,4/8/20,56,56
Seagrass,56.77,8.88,4/1/20,4/8/20,56,56
Seagrass,40.6,0.77,4/1/20,4/8/20,56,56
Seagrass,25.03,-80.68,4/1/20,4/8/20,56,56
Seagrass,25.25,-80.3,4/1/20,4/8/20,56,56
Seagrass,25.22,-80.21,4/1/20,4/8/20,56,56
Seagrass,25.18,-80.26,4/1/20,4/8/20,56,56
Seagrass,25.11,-80.37,4/1/20,4/8/20,56,56
Seagrass,25.06,-80.42,4/1/20,4/8/20,56,56
Seagrass,25.01,-80.38,4/1/20,4/8/20,56,56
Seagrass,25,-80.47,4/1/20,4/8/20,56,56
Seagrass,24.87,-80.67,4/1/20,4/8/20,56,56
Seagrass,24.86,-80.66,4/1/20,4/8/20,56,56
Seagrass,24.8,-80.72,4/1/20,4/8/20,56,56
Seagrass,24.8,-80.81,4/1/20,4/8/20,56,56
Seagrass,24.74,-80.8,4/1/20,4/8/20,56,56
Seagrass,24.69,-80.98,4/1/20,4/8/20,56,56
Seagrass,24.62,-81.25,4/1/20,4/8/20,56,56
Seagrass,24.63,-81.42,4/1/20,4/8/20,56,56
Seagrass,24.54,-81.49,4/1/20,4/8/20,56,56
Seagrass,24.56,-81.56,4/1/20,4/8/20,56,56
Seagrass,24.54,-81.75,4/1/20,4/8/20,56,56
Seagrass,24.48,-81.71,4/1/20,4/8/20,56,56
Seagrass,24.52,-81.63,4/1/20,4/8/20,56,56
Seagrass,24.88,-80.96,4/1/20,4/8/20,56,56
Seagrass,24.81,-80.92,4/1/20,4/8/20,56,56
Seagrass,24.85,-81.01,4/1/20,4/8/20,56,56
Seagrass,24.82,-81.15,4/1/20,4/8/20,56,56
Seagrass,24.75,-81.17,4/1/20,4/8/20,56,56
Seagrass,24.79,-81.29,4/1/20,4/8/20,56,56
Seagrass,24.77,-81.55,4/1/20,4/8/20,56,56
Seagrass,24.73,-81.52,4/1/20,4/8/20,56,56
Seagrass,24.7,-81.68,4/1/20,4/8/20,56,56
Seagrass,24.77,-81.44,4/1/20,4/8/20,56,56
Seagrass,27.27,-82.73,4/1/20,4/8/20,56,56
Seagrass,27.31,-82.8,4/1/20,4/8/20,56,56
Seagrass,-17.52,139.99,4/1/20,4/8/20,56,56
Seagrass,-17.4,139.89,4/1/20,4/8/20,56,56
Seagrass,30.28,-88.53,4/1/20,4/8/20,56,56
Seagrass,63.59,9.54,4/1/20,4/8/20,56,56
Seagrass,27.48,-80.31,4/1/20,4/8/20,56,56
Seagrass,27.87,-80.33,4/1/20,4/8/20,56,56
Seagrass,12.48,109.29,4/1/20,4/8/20,56,56
Seagrass,12.49,109.3,4/1/20,4/8/20,56,56
Seagrass,11.87,122.76,4/1/20,4/8/20,56,56
Seagrass,16.44,119.91,4/1/20,4/8/20,56,56
Seagrass,8.04,98.42,4/1/20,4/8/20,56,56
Seagrass,16.37,119.96,4/1/20,4/8/20,56,56
Seagrass,39.54,2.73,4/1/20,4/8/20,56,56
Seagrass,39.42,3.27,4/1/20,4/8/20,56,56
Seagrass,36.99,-7.91,4/1/20,4/8/20,56,56
Seagrass,-32.01,115.49,4/1/20,4/8/20,56,56
Seagrass,39.5,2.54,4/1/20,4/8/20,56,56
Seagrass,30.38,-88.32,4/1/20,4/8/20,56,56
Seagrass,39.15,2.54,4/1/20,4/8/20,56,56
Seagrass,16.44,119.92,4/1/20,4/8/20,56,56
Seagrass,37.65,24.03,4/1/20,4/8/20,56,56
Seagrass,25.18,-80.49,4/1/20,4/8/20,56,56
Seagrass,48.35,-4.48,4/1/20,4/8/20,56,56
Seagrass,16.35,119.93,4/1/20,4/8/20,56,56
Seagrass,54.24,7.82,4/1/20,4/8/20,56,56
Seagrass,43.41,3.64,4/1/20,4/8/20,56,56
Seagrass,-32.14,115.74,4/1/20,4/8/20,56,56
Seagrass,-32.38,17.84,4/1/20,4/8/20,56,56
Seagrass,40.6,0.63,4/1/20,4/8/20,56,56
Seagrass,25,85.58,4/1/20,4/8/20,56,56
Seagrass,3.63,103.52,4/1/20,4/8/20,56,56
Seagrass,51.71,4.02,4/1/20,4/8/20,56,56
Seagrass,40.7,0.9,4/1/20,4/8/20,56,56
Seagrass,48.54,-122.54,4/1/20,4/8/20,56,56
Seagrass,-29.46,153.98,4/1/20,4/8/20,56,56
Seagrass,42.57,8.76,4/1/20,4/8/20,56,56
Seagrass,41.51,2.42,4/1/20,4/8/20,56,56
Seagrass,24.84,-77.78,4/1/20,4/8/20,56,56
Seagrass,24.83,-80.82,4/1/20,4/8/20,56,56
Seagrass,27.87,-97.12,4/1/20,4/8/20,56,56
Seagrass,26.68,-97.4,4/1/20,4/8/20,56,56
Seagrass,18.56,-66.49,4/1/20,4/8/20,56,56
Seagrass,10.63,72.77,4/1/20,4/8/20,56,56
Seagrass,21.16,-86.79,4/1/20,4/8/20,56,56
Seagrass,20.78,-86.59,4/1/20,4/8/20,56,56
Seagrass,37.01,-7.83,4/1/20,4/8/20,56,56
Seagrass,42.29,3.3,4/1/20,4/8/20,56,56
Seagrass,42.04,3.21,4/1/20,4/8/20,56,56
Seagrass,40.72,13.9,4/1/20,4/8/20,56,56
Seagrass,41.27,2.12,4/1/20,4/8/20,56,56
Seagrass,41.38,2.22,4/1/20,4/8/20,56,56
Mangrove,1.69,124.96,4/1/20,4/8/20,56,56
Mangrove,9.25,-61.3,4/1/20,4/8/20,56,56
Mangrove,5.35,162.96,4/1/20,4/8/20,56,56
Mangrove,1.3,124.62,4/1/20,4/8/20,56,56
Mangrove,1.75,124.74,4/1/20,4/8/20,56,56
Mangrove,1.57,124.8,4/1/20,4/8/20,56,56
Mangrove,7.35,134.54,4/1/20,4/8/20,56,56
Mangrove,1.74,124.75,4/1/20,4/8/20,56,56
Mangrove,9.51,138.15,4/1/20,4/8/20,56,56
Mangrove,-7.71,108.96,4/1/20,4/8/20,56,56
Mangrove,9.56,138.18,4/1/20,4/8/20,56,56
Mangrove,9.54,138.09,4/1/20,4/8/20,56,56
Mangrove,5.28,162.91,4/1/20,4/8/20,56,56
Mangrove,9.55,138.1,4/1/20,4/8/20,56,56
Mangrove,6.52,158.2,4/1/20,4/8/20,56,56
Mangrove,9.59,138.13,4/1/20,4/8/20,56,56
Mangrove,5.28,162.96,4/1/20,4/8/20,56,56
Mangrove,-7.72,108.97,4/1/20,4/8/20,56,56
Mangrove,5.33,162.94,4/1/20,4/8/20,56,56
Mangrove,-2.74,111.71,4/1/20,4/8/20,56,56
Mangrove,-2.74,111.74,4/1/20,4/8/20,56,56
Mangrove,-2.78,111.7,4/1/20,4/8/20,56,56
Mangrove,-2.85,111.74,4/1/20,4/8/20,56,56
Mangrove,-2.86,111.73,4/1/20,4/8/20,56,56
Mangrove,22.26,89.63,4/1/20,4/8/20,56,56
Mangrove,22.32,89.63,4/1/20,4/8/20,56,56
Mangrove,1.37,124.55,4/1/20,4/8/20,56,56
Mangrove,11,-74.2,4/1/20,4/8/20,56,56
Mangrove,5.3,163,4/1/20,4/8/20,56,56
Mangrove,18.7,-91.5,4/1/20,4/8/20,56,56
Mangrove,-22.4,31,4/1/20,4/8/20,56,56
Mangrove,18.54,-66.53,4/1/20,4/8/20,56,56
Mangrove,22.27,113.78,4/1/20,4/8/20,56,56
Mangrove,-32.25,18.02,4/1/20,4/8/20,56,56
Mangrove,4.11,99.73,4/1/20,4/8/20,56,56
Mangrove,-13.84,145.2,4/1/20,4/8/20,56,56
Mangrove,24.4,118.5,4/1/20,4/8/20,56,56
Mangrove,19.88,110.65,4/1/20,4/8/20,56,56
Mangrove,23,114.41,4/1/20,4/8/20,56,56
Mangrove,4.83,104.02,4/1/20,4/8/20,56,56
Mangrove,18.58,-103.46,4/1/20,4/8/20,56,56
Mangrove,18,-67.19,4/1/20,4/8/20,56,56
Mangrove,8,98.4,4/1/20,4/8/20,56,56
Mangrove,13.82,121.55,4/1/20,4/8/20,56,56
Mangrove,16.89,-88.09,4/1/20,4/8/20,56,56
SaltMarsh,38.35,-76.17,7/1/20,7/8/20,56,56
SaltMarsh,38.32,-76.07,7/1/20,7/8/20,56,56
SaltMarsh,38.3,-75.9,7/1/20,7/8/20,56,56
SaltMarsh,30.05,-84.1,7/1/20,7/8/20,56,56
SaltMarsh,30.1,-84.2,7/1/20,7/8/20,56,56
SaltMarsh,29.5,-93.2,7/1/20,7/8/20,56,56
SaltMarsh,29.7,-94.1,7/1/20,7/8/20,56,56
SaltMarsh,29.5,-90,7/1/20,7/8/20,56,56
SaltMarsh,29.6,-90.1,7/1/20,7/8/20,56,56
SaltMarsh,29.3,-90.6,7/1/20,7/8/20,56,56
SaltMarsh,29,-91,7/1/20,7/8/20,56,56
SaltMarsh,29.3,-91.1,7/1/20,7/8/20,56,56
SaltMarsh,29.5,-90.3,7/1/20,7/8/20,56,56
SaltMarsh,30.4,-88.9,7/1/20,7/8/20,56,56
SaltMarsh,29.5,-92.7,7/1/20,7/8/20,56,56
SaltMarsh,30,-89.9,7/1/20,7/8/20,56,56
SaltMarsh,29.1,-95.6,7/1/20,7/8/20,56,56
SaltMarsh,28.4,-96.8,7/1/20,7/8/20,56,56
SaltMarsh,29.7,-92.7,7/1/20,7/8/20,56,56
SaltMarsh,29.5,-91.9,7/1/20,7/8/20,56,56
SaltMarsh,29.6,-92.7,7/1/20,7/8/20,56,56
SaltMarsh,29.9,-93.5,7/1/20,7/8/20,56,56
SaltMarsh,48.9,-125.5,7/1/20,7/8/20,56,56
SaltMarsh,45.6,-64.8,7/1/20,7/8/20,56,56
SaltMarsh,44.7,-63.4,7/1/20,7/8/20,56,56
SaltMarsh,45.9,-65.5,7/1/20,7/8/20,56,56
SaltMarsh,45.8,-64.4,7/1/20,7/8/20,56,56
SaltMarsh,45.3,-65.5,7/1/20,7/8/20,56,56
